paper_id,0,1,2,3,4,5,decision
eYfIM88MTUE,3.0,5.0,7.0,8.0,,,Accept
AlpR6dzKjfy,7.0,7.0,3.0,7.0,,,Accept
7lf58jWnDIS,7.0,5.0,5.0,6.0,,,Accept
EXMjvwoqJBA,5.0,8.0,5.0,4.0,,,Accept
q41xK9Bunq1,6.0,7.0,6.0,,,,Accept
Rgz_prESe-b,6.0,7.0,7.0,3.0,,,Accept
wQVjGP5NbP9,7.0,7.0,7.0,6.0,,,Accept
BRZos-8TpCf,6.0,4.0,7.0,6.0,,,Accept
HFkxZ_V0sBQ,5.0,6.0,6.0,7.0,,,Accept
_56PoS9IRM-,6.0,7.0,6.0,7.0,,,Accept
UdgtTVTdswg,7.0,8.0,7.0,7.0,,,Accept
UnygcA2BVzW,7.0,8.0,7.0,6.0,,,Accept
BCBac5kkg5G,5.0,5.0,7.0,5.0,,,Accept
57Ryl7lLD4h,6.0,7.0,5.0,7.0,,,Accept
KzC7Pejhp3z,6.0,7.0,6.0,,,,Accept
jglXPY6gH-1,5.0,3.0,7.0,6.0,,,Accept
xbgtFOO9J5D,4.0,5.0,6.0,6.0,,,Accept
7JqqnRrZfz6,8.0,9.0,8.0,8.0,,,Accept
fdyxLGHE6bU,4.0,3.0,5.0,,,,Accept
GNHyNOR8Sn,8.0,6.0,,,,,Accept
TIXwBZB3Jl6,8.0,7.0,6.0,8.0,,,Accept
NnuYZ1el24C,8.0,7.0,6.0,,,,Accept
vjKIKdXijK,5.0,5.0,8.0,,,,Accept
lYHUY4H7fs,4.0,7.0,6.0,7.0,,,Accept
tJBYkwVDv5,7.0,7.0,6.0,,,,Accept
wGF5mreJVN,6.0,5.0,5.0,,,,Accept
aqALH2UAwQH,7.0,7.0,6.0,7.0,,,Accept
-IHPcl1ZhF5,6.0,6.0,6.0,5.0,,,Accept
k98U0cb0Ig,6.0,6.0,5.0,,,,Accept
i3ewAfTbCxJ,6.0,7.0,7.0,,,,Accept
1beC9_dmOQ0,6.0,6.0,6.0,7.0,,,Accept
Ryy7tVvBUk,7.0,7.0,4.0,7.0,,,Accept
sWNT5lT7l9G,6.0,7.0,6.0,,,,Accept
h3jZCLjhtmV,8.0,6.0,5.0,8.0,,,Accept
fJt2KFnRqZ,6.0,7.0,6.0,6.0,,,Accept
wXNPMS11aUb,6.0,4.0,7.0,,,,Accept
SUzPos_pUC,7.0,7.0,6.0,6.0,8.0,,Accept
SWbdhfz3lBy,6.0,7.0,7.0,,,,Accept
dqgzfhHd2-,6.0,6.0,5.0,4.0,,,Accept
KSKyVYcgp1u,6.0,5.0,6.0,5.0,,,Accept
pp7onaiM4VB,7.0,8.0,7.0,7.0,,,Accept
9PNsCQpg-Ak,6.0,7.0,6.0,,,,Accept
ArZWGF0Ifl7,6.0,7.0,7.0,6.0,,,Accept
GNt5ntEGjD3,8.0,6.0,6.0,3.0,,,Accept
yZgxl3bgumu,5.0,6.0,7.0,,,,Accept
5xiLuNutzJG,7.0,4.0,8.0,7.0,,,Accept
fUeOyt-2EOp,8.0,6.0,8.0,,,,Accept
klElp42K9U0,7.0,8.0,6.0,7.0,7.0,,Accept
DVfZKXSFW5m,8.0,6.0,7.0,,,,Accept
dLL4KXzKUpS,6.0,6.0,6.0,6.0,,,Accept
vRrFVHxFiXJ,7.0,5.0,8.0,,,,Accept
ttQ_3CiZqd3,6.0,8.0,8.0,8.0,,,Accept
MVDzIreiRqW,6.0,5.0,8.0,6.0,,,Accept
DwHIcEyias,7.0,7.0,7.0,6.0,,,Accept
tglniD_fn9,6.0,6.0,7.0,,,,Accept
jQgsZDspz5h,5.0,6.0,6.0,6.0,,,Accept
zGPeowwxWb,6.0,5.0,7.0,,,,Accept
lKFOwaYNQlb,5.0,8.0,7.0,,,,Accept
NqbktPUkZf7,5.0,7.0,7.0,,,,Accept
tVHh_vD84EK,6.0,8.0,5.0,,,,Accept
wA7vZS-mSxv,8.0,6.0,6.0,5.0,,,Accept
QvlcRh8hd8X,6.0,6.0,7.0,,,,Accept
lfe1CdzuXBJ,7.0,7.0,5.0,6.0,,,Accept
K8cD1Uv3wZy,7.0,6.0,4.0,,,,Accept
AYkBQEm5AY,6.0,7.0,5.0,7.0,,,Accept
NI6hB70ajO7,4.0,7.0,7.0,7.0,7.0,,Accept
wmwgLEPjL9,6.0,6.0,5.0,,,,Accept
eyE9Fb2AvOT,7.0,6.0,7.0,,,,Accept
0xdH-09oGD7,4.0,7.0,6.0,3.0,,,Accept
pHd0v8W30O,6.0,6.0,6.0,4.0,,,Accept
0tpZgkAKVjB,5.0,6.0,8.0,7.0,,,Accept
wgRQ1IM4g_w,6.0,6.0,6.0,5.0,,,Accept
SiQAZV0yEny,7.0,6.0,7.0,7.0,,,Accept
qmm__jMjMlL,6.0,4.0,6.0,,,,Accept
EqZuN4V_FLF,7.0,7.0,7.0,,,,Accept
ZE4lUw2iGcZ,7.0,6.0,6.0,7.0,,,Accept
wUUutywJY6,8.0,8.0,2.0,,,,Accept
n7Rk_RDh90,6.0,8.0,6.0,6.0,,,Accept
Tz1lknIPVfp,3.0,7.0,8.0,7.0,,,Accept
uLYc4L3C81A,8.0,7.0,8.0,7.0,,,Accept
G7MX_0J6JKX,6.0,6.0,8.0,5.0,,,Accept
tjFaqsSK2I3,8.0,5.0,5.0,5.0,,,Accept
-NOQJw5z_KY,6.0,4.0,8.0,5.0,,,Accept
6wLXvkHstNR,6.0,5.0,4.0,,,,Accept
X4WAq7JQHbA,6.0,7.0,4.0,7.0,,,Accept
PikKk2lF6P,5.0,8.0,7.0,,,,Accept
-_I3i2orAV,7.0,5.0,5.0,,,,Accept
h73nTbImOt9,7.0,5.0,7.0,6.0,,,Accept
s_mEE4xOU-m,6.0,6.0,5.0,6.0,5.0,,Accept
aoWo6iAxGx,5.0,6.0,6.0,,,,Accept
dqO59nI_R9A,5.0,5.0,7.0,,,,Accept
lblv6NGI7un,6.0,6.0,5.0,,,,Accept
v7SFDrS44Cf,6.0,6.0,7.0,,,,Accept
RF74aWLrvBp,8.0,7.0,5.0,,,,Accept
KSioDlJiUaz,4.0,6.0,5.0,7.0,,,Accept
bVVIZjQ2AA,6.0,7.0,5.0,,,,Accept
zvNMzjOizmn,5.0,6.0,7.0,,,,Accept
kI_kL5vq6Oa,6.0,9.0,6.0,,,,Accept
edffTbw0Sws,8.0,7.0,5.0,6.0,,,Accept
88ubVLwWvGD,8.0,6.0,7.0,6.0,,,Accept
7XCFxnG8nGS,7.0,6.0,7.0,6.0,,,Accept
slKVqAflN5,7.0,7.0,9.0,7.0,,,Accept
Bwh6XmDEDe,5.0,5.0,7.0,8.0,,,Accept
Y-sdZLIi9R9,6.0,6.0,6.0,6.0,,,Accept
AyGJDpN2eR6,7.0,6.0,4.0,,,,Accept
_jg6Sf6tuF7,7.0,6.0,7.0,,,,Accept
wFymjzZEEkH,4.0,5.0,6.0,6.0,5.0,,Accept
GdHVClGh9N,5.0,6.0,6.0,,,,Accept
ZLcwSgV-WKH,6.0,5.0,6.0,5.0,,,Accept
NIJFp_n4MXt,8.0,7.0,6.0,6.0,,,Accept
h37KyWDDC6B,7.0,6.0,6.0,,,,Accept
APXedc0hgdT,6.0,6.0,6.0,,,,Accept
81LQV4k7a7X,7.0,6.0,5.0,,,,Accept
MloVsjTjlUY,7.0,4.0,7.0,7.0,6.0,,Accept
edkno3SvKo,7.0,7.0,6.0,,,,Accept
D21DRzkZbSB,5.0,8.0,8.0,8.0,,,Accept
8cUGfg-zUnh,6.0,6.0,5.0,8.0,,,Accept
JokpPqA294,4.0,8.0,7.0,4.0,,,Accept
ekQ_xrVWwQp,4.0,7.0,7.0,7.0,,,Accept
VOyYhoN_yg,6.0,7.0,7.0,7.0,,,Accept
yRhbHp_Vh8e,7.0,5.0,6.0,7.0,,,Accept
1tCuRbPts3J,5.0,6.0,7.0,,,,Accept
qk1qpCN-k6,5.0,6.0,5.0,,,,Accept
mWaYC6CZf5,3.0,7.0,7.0,,,,Accept
qcRgqCXv1o2,5.0,7.0,6.0,,,,Accept
UHoGOaGjEq,7.0,8.0,8.0,,,,Accept
MeYI0QcOIRg,5.0,7.0,6.0,5.0,,,Accept
9DYKrsFSU2,6.0,6.0,6.0,6.0,,,Accept
BCnZSP-Ryyp,5.0,6.0,9.0,,,,Accept
nOdfIbo3A-F,6.0,8.0,4.0,5.0,,,Accept
jvFTMD5QTq,6.0,7.0,6.0,,,,Accept
d9usspxbWmk,7.0,5.0,7.0,,,,Accept
dbigt69sBqe,7.0,7.0,7.0,7.0,7.0,,Accept
nLGRGuzjtoR,8.0,5.0,8.0,5.0,,,Accept
V5rlSPsHpkf,8.0,6.0,8.0,,,,Accept
xbhsFMxORxV,6.0,7.0,8.0,7.0,,,Accept
B3hDVlw95r,8.0,5.0,6.0,6.0,,,Accept
xpR25Tsem9C,6.0,6.0,6.0,5.0,7.0,,Accept
73h4EZYtSht,5.0,7.0,8.0,6.0,,,Accept
QDPonrGtl1,5.0,5.0,8.0,6.0,,,Accept
bI1XXtO-hs2,5.0,7.0,5.0,6.0,,,Accept
5Ap96waLr8A,7.0,6.0,7.0,8.0,,,Accept
Adl-fs-8OzL,7.0,7.0,7.0,,,,Accept
zyrBT58h_J,7.0,6.0,7.0,,,,Accept
M4OllVd70mJ,6.0,6.0,8.0,,,,Accept
nrOLtfeiIdh,6.0,5.0,4.0,7.0,,,Accept
p0LJa6_XHM_,8.0,5.0,7.0,5.0,,,Accept
oDoj_LKI3JZ,6.0,6.0,6.0,7.0,,,Accept
CQaqJDWUGJ,4.0,4.0,5.0,6.0,,,Accept
5oEk8fvJxny,7.0,5.0,4.0,6.0,,,Accept
tfkeJG9yAX,6.0,8.0,4.0,6.0,,,Accept
jm_opnaGmm5,5.0,5.0,5.0,7.0,,,Accept
DpKaP-PY8bK,6.0,4.0,4.0,6.0,,,Accept
-cBZMMTImxT,5.0,6.0,8.0,,,,Accept
dD3pwu4g8Fh,6.0,7.0,7.0,6.0,,,Accept
lbQTJN42uea,7.0,7.0,7.0,7.0,,,Accept
jxezD-1XYr,7.0,7.0,7.0,5.0,,,Accept
aV9WSvM6N3,8.0,7.0,3.0,,,,Accept
x5ysKCMXR5s,5.0,5.0,5.0,7.0,,,Accept
aVnAsHaawE3,5.0,6.0,7.0,7.0,,,Accept
jOYdlD4oYrn,7.0,7.0,7.0,7.0,,,Accept
Jd2RfKd4Mjz,8.0,5.0,8.0,,,,Accept
pNHT6oBaPr8,5.0,6.0,6.0,,,,Accept
ob8tk9Q_2tN,7.0,5.0,7.0,7.0,,,Accept
ftKnhsDquqr,5.0,7.0,5.0,5.0,,,Accept
7pNV4PCjbQy,4.0,4.0,5.0,8.0,8.0,,Accept
wmsw0bihpZF,4.0,7.0,5.0,,,,Accept
7EP90NMAoK,6.0,6.0,7.0,6.0,,,Accept
d6mf9AFoR-O,7.0,5.0,8.0,6.0,,,Accept
4_oCZgBIVI,7.0,7.0,8.0,,,,Accept
eMW9AkXaREI,4.0,5.0,5.0,4.0,,,Accept
5j6fWcPccO,6.0,6.0,6.0,,,,Accept
0fKlU1OlANc,5.0,3.0,5.0,8.0,,,Accept
5haAJAcofjc,6.0,7.0,6.0,,,,Accept
_D4cE66L9x3,7.0,5.0,6.0,7.0,,,Accept
zYc5FSxL6ar,7.0,7.0,6.0,,,,Accept
q-LMlivZrV,5.0,5.0,4.0,,,,Accept
5XtsqM57-Zb,6.0,6.0,7.0,7.0,,,Accept
l2CVt1ySC2Q,7.0,6.0,6.0,,,,Accept
q-snd9xOG3b,7.0,6.0,7.0,,,,Accept
yhZLEvmyHYQ,6.0,5.0,7.0,,,,Accept
ckQvYXizgd1,6.0,6.0,8.0,,,,Accept
dAZdQM32IoK,7.0,6.0,6.0,6.0,,,Accept
AVh_HTC76u,7.0,6.0,6.0,7.0,,,Accept
ocViyp73pFO,6.0,6.0,6.0,5.0,,,Accept
zt4xNo0lF8W,5.0,3.0,4.0,6.0,,,Accept
G8BExMno316,7.0,5.0,6.0,4.0,,,Accept
q4IG88RJiMv,6.0,7.0,6.0,4.0,,,Accept
47lpv23LDPr,6.0,7.0,6.0,6.0,,,Accept
LffWuGtC9BE,6.0,5.0,6.0,,,,Accept
qHGCH75usg,6.0,7.0,7.0,7.0,,,Accept
cmKZD3wdJBT,6.0,6.0,7.0,6.0,,,Accept
z9CkpUorPI,6.0,5.0,7.0,6.0,,,Accept
Cd-b50MZ0Gc,7.0,4.0,7.0,,,,Accept
-_AMpmyV0Ll,7.0,7.0,9.0,7.0,,,Accept
NzFtM5Pzvm,6.0,6.0,6.0,,,,Accept
Cr4_3ptitj,5.0,5.0,6.0,5.0,,,Accept
ZPyKSBaKkiO,6.0,7.0,5.0,,,,Accept
aQySSrCbBul,6.0,6.0,5.0,6.0,,,Accept
Ku1afTnmozi,4.0,7.0,6.0,5.0,6.0,,Accept
LODRFJr96v,7.0,6.0,6.0,5.0,,,Accept
6OLBVpoxrbW,6.0,8.0,7.0,,,,Accept
CflSnSkH--,7.0,6.0,7.0,7.0,,,Accept
6PpLxPPTPd,6.0,6.0,7.0,7.0,,,Accept
OkLee4SfLKh,6.0,7.0,6.0,3.0,,,Accept
3wg-rYuo5AN,6.0,6.0,6.0,3.0,,,Accept
FncDhRcRYiN,7.0,9.0,6.0,7.0,,,Accept
e62ZssObZp,6.0,7.0,5.0,,,,Accept
ZK6lzx0jqdZ,4.0,5.0,7.0,3.0,,,Accept
rlN6fO3OrP,7.0,5.0,7.0,5.0,,,Accept
B7Q2mbIFa6Q,5.0,7.0,6.0,8.0,,,Accept
YgmiL2Ur01P,4.0,7.0,6.0,7.0,,,Accept
L7AV_pDUVCK,4.0,8.0,3.0,,,,Accept
XNjCGDr8N-W,6.0,7.0,4.0,5.0,,,Accept
nOw2HiKmvk1,6.0,6.0,6.0,6.0,,,Accept
eow_ZGaw24j,6.0,6.0,4.0,4.0,,,Accept
_cXUMAnWJJj,7.0,7.0,5.0,7.0,,,Accept
-3cHWtrbLYq,5.0,5.0,6.0,,,,Accept
pD5Pl5hen_g,7.0,7.0,7.0,7.0,,,Accept
-8tU21J6BcB,6.0,7.0,6.0,,,,Accept
BWa5IUE3L4,7.0,7.0,5.0,,,,Accept
cIpU8OzGSCU,7.0,4.0,6.0,,,,Accept
COAcbu3_k4U,6.0,6.0,7.0,,,,Accept
4iEoOIQ7nL,5.0,5.0,8.0,,,,Accept
pF8btdPVTL_,7.0,5.0,7.0,7.0,,,Accept
4R5x8no2Ts-,6.0,3.0,6.0,8.0,,,Accept
QXiYW3TrgXj,7.0,6.0,6.0,7.0,,,Accept
am86qcwErJm,5.0,7.0,8.0,6.0,,,Accept
HaZuqj0Gvp2,7.0,6.0,5.0,7.0,,,Accept
1wz-ksUupt2,7.0,7.0,7.0,,,,Accept
tvDRmAxGIjw,7.0,5.0,6.0,7.0,,,Accept
8B66-1c5AW,6.0,7.0,7.0,6.0,,,Accept
-Lm0B9UYMy6,8.0,6.0,8.0,4.0,,,Accept
nxl-IjnDCRo,7.0,6.0,7.0,3.0,,,Accept
icGMu0iPonB,3.0,6.0,5.0,6.0,,,Accept
ksVGCOlOEba,6.0,7.0,6.0,,,,Accept
F-L7BxiE_V,7.0,5.0,6.0,6.0,,,Accept
XtxG6dBOpAQ,7.0,4.0,7.0,,,,Accept
PpP9TiUZLoF,8.0,5.0,6.0,6.0,7.0,,Accept
RTan64GlCLV,7.0,5.0,5.0,6.0,,,Accept
61UwgeIotn,6.0,7.0,7.0,6.0,,,Accept
0zHXmOXwkIf,6.0,7.0,7.0,7.0,,,Accept
FHgpw2Cn__,6.0,6.0,6.0,7.0,,,Accept
UmaiVbwN1v,4.0,5.0,5.0,6.0,,,Accept
Wtg9TUL0d81,6.0,6.0,8.0,5.0,,,Accept
0dt8wdYIAV,6.0,6.0,6.0,,,,Accept
TPOJzwv2pc,7.0,7.0,7.0,7.0,,,Accept
a7-YO5NJGyp,6.0,6.0,7.0,6.0,,,Accept
xpdaDM_B4D,8.0,3.0,5.0,5.0,,,Accept
--fdtqo-iKM,6.0,7.0,5.0,5.0,,,Accept
FCNMbF_TsKm,6.0,6.0,6.0,7.0,,,Accept
p9lC_i9WeFE,7.0,7.0,5.0,,,,Accept
uyEYNg2HHFQ,4.0,7.0,6.0,,,,Accept
HOG-G4arLnU,6.0,8.0,5.0,,,,Accept
RJemsN3V_kt,7.0,8.0,7.0,7.0,,,Accept
w0QoqmUT9vJ,7.0,7.0,7.0,7.0,,,Accept
_P4JCoz83Mb,5.0,6.0,5.0,,,,Accept
MwSXgQSxL5s,7.0,8.0,7.0,5.0,,,Accept
TkJIkNrzpNJ,6.0,6.0,5.0,6.0,,,Accept
XBXEfw6OxRh,7.0,5.0,5.0,,,,Accept
yZcPRIZEwOG,7.0,7.0,6.0,,,,Accept
4d_tnQ_agHI,6.0,6.0,5.0,,,,Accept
m2JJO3iEe_5,5.0,7.0,6.0,7.0,,,Accept
rP9xfRSF4F,7.0,6.0,5.0,5.0,,,Accept
KieCChVB6mN,8.0,7.0,9.0,7.0,,,Accept
uCBx_6Hc7cu,3.0,5.0,5.0,5.0,,,Accept
36-xl1wdyu,6.0,6.0,5.0,,,,Accept
v1bxRZJ9c8V,6.0,7.0,9.0,4.0,,,Accept
xI5660uFUr,6.0,5.0,5.0,4.0,,,Accept
fRbvozXEGTb,8.0,5.0,5.0,7.0,,,Accept
7TleYo6Tmlo,6.0,5.0,7.0,,,,Accept
IpBjWtJp40j,6.0,6.0,6.0,3.0,,,Accept
1PRnYiuJkQx,,,,,,,Unknown
uzn0WLCfuC_,8.0,6.0,6.0,6.0,,,Accept
lUyAaz-iA4u,4.0,6.0,8.0,6.0,,,Accept
DylWBluOgqN,5.0,7.0,6.0,,,,Accept
_FMJmDEPLzs,8.0,5.0,7.0,,,,Accept
YG4Dg7xtETg,7.0,4.0,6.0,8.0,5.0,,Accept
kK200QKfvjB,5.0,5.0,7.0,,,,Accept
rAVqc7KSGDa,5.0,5.0,7.0,,,,Accept
Ixp6pznZgv7,6.0,3.0,5.0,4.0,5.0,,Accept
gvwDosudtyA,6.0,7.0,5.0,,,,Accept
UMdY6-r7yRu,5.0,4.0,7.0,,,,Accept
U07d1Y-x2E,6.0,5.0,6.0,,,,Accept
JVtoIJrSxuO,4.0,3.0,7.0,,,,Accept
aaar9y7qjfw,7.0,6.0,7.0,,,,Accept
k3MX8EK6Zf,6.0,6.0,5.0,6.0,,,Accept
gsdHDI-p6NI,7.0,5.0,7.0,,,,Accept
zFW48MVzCKC,5.0,6.0,6.0,6.0,,,Accept
GJGU6FgB7mg,4.0,7.0,6.0,,,,Accept
MhpB7Rxyyr,6.0,5.0,6.0,,,,Accept
13S0tUMqynI,7.0,7.0,8.0,4.0,,,Accept
ch5Uth1IGj_,7.0,5.0,7.0,,,,Accept
KTf5SGYZQvt,7.0,7.0,6.0,5.0,,,Accept
QZDmftWNAMJ,5.0,5.0,7.0,7.0,,,Accept
KAIyxWrP9-,7.0,7.0,6.0,7.0,,,Accept
B26CPuYw9VA,5.0,9.0,6.0,,,,Accept
zLVLB-OncUY,5.0,6.0,6.0,5.0,,,Accept
zK6PjBczve,7.0,4.0,7.0,6.0,,,Accept
BejkSpqao_N,6.0,6.0,7.0,7.0,,,Accept
4Q9CmC3ypdE,6.0,5.0,6.0,6.0,,,Accept
uFSrUpapQ5K,6.0,6.0,6.0,5.0,,,Accept
g9fSNChD0S,7.0,6.0,4.0,6.0,,,Accept
4cdxptfCCg,7.0,8.0,4.0,6.0,,,Accept
Qvh0SAPrYzH,7.0,7.0,5.0,,,,Accept
ePhEbo039l,6.0,7.0,6.0,6.0,,,Accept
NM3AbzX-dq,6.0,5.0,8.0,,,,Accept
CCahlgHoQG,6.0,6.0,5.0,4.0,,,Accept
S4KGBKBhCPo,6.0,6.0,7.0,,,,Accept
Nf_XI3uVGaZ,9.0,5.0,7.0,6.0,,,Accept
3SLW-YIw7tX,6.0,7.0,5.0,,,,Accept
xUK4E1jpV7z,7.0,6.0,5.0,7.0,,,Accept
odOQU9PYrkD,7.0,6.0,7.0,,,,Accept
u5oLvX8x4wH,6.0,7.0,7.0,7.0,5.0,,Accept
aUoCgjJfmY9,6.0,7.0,6.0,,,,Accept
ufRSbXtgbOo,7.0,4.0,6.0,4.0,,,Accept
yP0vpghGoLF,6.0,6.0,5.0,,,,Accept
fkiFqG-muu,5.0,6.0,7.0,5.0,,,Accept
0RMDK39mGg,7.0,5.0,8.0,6.0,,,Accept
px87A_nzK-T,6.0,7.0,5.0,,,,Accept
uOii2cEN2w_,7.0,5.0,6.0,4.0,,,Accept
2_AZxVpFlGP,7.0,9.0,6.0,,,,Accept
h3RYh6IBBS,7.0,5.0,8.0,,,,Accept
4XP0ZuQKXmV,8.0,7.0,3.0,,,,Accept
ibxa2Y0y8yr,7.0,7.0,5.0,6.0,,,Accept
ogNrYe9CJlH,5.0,4.0,6.0,5.0,6.0,,Accept
jjJgLNrCQB,,,,,,,Unknown
Pu-QtT0h2E,6.0,4.0,6.0,,,,Accept
BTeJpF_BhQ6,5.0,7.0,5.0,,,,Accept
CwkX0j8YFm,3.0,6.0,6.0,4.0,,,Accept
0pdLvHwh-L,7.0,6.0,5.0,,,,Accept
F5TbbyTgbC,6.0,6.0,8.0,7.0,,,Accept
TC42kAO8XLS,8.0,6.0,6.0,6.0,,,Accept
6y0lgLb9tny,6.0,3.0,7.0,7.0,,,Accept
AyajSjTAzmg,5.0,6.0,5.0,5.0,,,Accept
WaGvb7OzySA,4.0,7.0,7.0,7.0,,,Accept
0RTJcuvHtIu,4.0,7.0,4.0,,,,Accept
EeCdsAj80Wr,6.0,7.0,7.0,6.0,,,Accept
XlIUm7Obm6,7.0,7.0,7.0,,,,Accept
9_O9mTLYJQp,6.0,6.0,6.0,,,,Accept
LceHl9wKmoQ,7.0,6.0,8.0,5.0,,,Accept
9v1_6m0ZKC,6.0,5.0,6.0,7.0,,,Accept
WOppMAJtvhv,4.0,5.0,4.0,8.0,,,Accept
2OpRgzLhoPQ,6.0,8.0,4.0,7.0,,,Accept
0qaIM4W9Q1s,8.0,6.0,7.0,4.0,,,Accept
a7YeDeacHpL,6.0,8.0,6.0,5.0,,,Accept
XCIKp-icFm,7.0,6.0,5.0,6.0,,,Accept
V5hy17mwu3R,8.0,8.0,7.0,,,,Accept
MT1GId7fJiP,7.0,5.0,6.0,6.0,,,Accept
f966GJIEF9,6.0,6.0,6.0,8.0,,,Accept
utahaTbcHdP,7.0,8.0,6.0,7.0,6.0,,Accept
5swt6zUFrVp,6.0,5.0,5.0,4.0,,,Accept
XevwsaZ-4z,5.0,5.0,7.0,6.0,,,Accept
LRMmgkcoCnW,6.0,6.0,7.0,7.0,,,Accept
rHnbVaqzXne,5.0,7.0,6.0,,,,Accept
rcMG-hzYtR,4.0,5.0,7.0,5.0,,,Accept
v9pljSdlUNP,7.0,8.0,6.0,5.0,,,Accept
hFa75frAh0,7.0,4.0,8.0,5.0,7.0,,Accept
EWyhkNNKsd,5.0,7.0,4.0,6.0,,,Accept
kGQz0lt6Zu6,7.0,7.0,6.0,5.0,,,Accept
JyXuBiBTR6m,6.0,6.0,6.0,4.0,,,Accept
lQ--doSB2o,4.0,6.0,8.0,7.0,,,Accept
fcO9Cgn-X-R,5.0,6.0,6.0,7.0,7.0,,Accept
tPiE70y40cv,7.0,6.0,7.0,7.0,,,Accept
4T3kbrzfeR,5.0,8.0,5.0,6.0,,,Accept
r6_zHM2POTd,5.0,4.0,6.0,7.0,,,Accept
MaYzugDmQV,6.0,6.0,4.0,7.0,,,Accept
N2AGw9s-wvX,4.0,5.0,7.0,,,,Accept
VgST3vrBAo8,7.0,6.0,7.0,,,,Accept
fORXbIlTELP,5.0,6.0,6.0,5.0,,,Accept
tQRoZ9nRgM,7.0,6.0,6.0,5.0,,,Accept
lC5-Ty_0FiN,7.0,6.0,5.0,,,,Accept
Xm0976LQTn_,6.0,5.0,7.0,,,,Accept
XrGEkCOREX2,7.0,7.0,5.0,6.0,,,Accept
nN3aVRQsxGd,5.0,6.0,3.0,4.0,,,Accept
mxnxRw8jiru,6.0,7.0,7.0,,,,Accept
VAeAUWHNrty,6.0,8.0,6.0,5.0,,,Accept
YYyAVk8TrOQ,6.0,5.0,5.0,7.0,6.0,,Accept
OXourTLd9UO,7.0,7.0,7.0,5.0,,,Accept
L9EXtg7h6XE,6.0,6.0,7.0,,,,Accept
A3DCaxhxBfl,7.0,7.0,7.0,,,,Accept
6pC5OtP7eBx,7.0,6.0,7.0,,,,Accept
4tM0P_4N8D9,5.0,6.0,8.0,8.0,,,Accept
6OhjECfqt2,6.0,5.0,5.0,5.0,,,Accept
Ik8iimy4oFF,6.0,5.0,6.0,7.0,,,Accept
ZgWT_u19Ue5,4.0,7.0,6.0,,,,Accept
2jTCojmmh82,5.0,6.0,6.0,,,,Accept
_RL7wtHkPJK,8.0,5.0,6.0,,,,Accept
nJJjv0JDJju,8.0,7.0,6.0,6.0,6.0,,Accept
sZAbXH4ezvg,6.0,7.0,6.0,7.0,,,Accept
5JQqvQ1ujSv,7.0,7.0,7.0,7.0,,,Accept
AKp6ZKrs_1,7.0,5.0,5.0,6.0,,,Accept
Jz98aDK5gMW,5.0,5.0,5.0,5.0,,,Accept
tlUnxtAmcJq,7.0,6.0,7.0,,,,Accept
_kZVnosHbV3,6.0,5.0,7.0,7.0,,,Accept
htR7ZXXe_TY,6.0,5.0,5.0,6.0,,,Accept
_S9amb2-M-I,6.0,6.0,4.0,6.0,,,Accept
ripJhpwlA2v,7.0,6.0,5.0,,,,Accept
TQn44YPuOR2,6.0,6.0,7.0,6.0,,,Accept
